sequence,v115@RhA8AeJ8AeG8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBzCmPCvXBAAvhFfjB6jBtgBegBTaB0cB,v115@RhA8AeJ8AeG8Je2HYaAFLDmClcJSAVDEHBEooRBKoA?VBpCegCzXBAAvhFRlB6jB9hBTaB3bB0dB,v115@RhA8AeJ8AeG8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBvHUWCp/AAAvhFzgB0fBfjB6jBRcBmaB
OSLIJZT,O,X,O
OSLIZTJ,O,X,O
OSLIZJT,X,X,O
OSLJTIZ,O,X,O
OSLJTZI,X,X,O
OSLJITZ,O,X,X
OSLJIZT,O,X,O
OSLJZTI,X,X,O
OSLJZIT,O,X,O
OSLZTIJ,X,X,O
OSLZTJI,X,X,O
OSLZITJ,X,X,O
OSLZIJT,X,X,O
OSLZJTI,X,X,O
OSLZJIT,X,X,O
OSJTILZ,O,X,O
OSJTIZL,O,X,O
OSJTLIZ,O,X,O
OSJTLZI,X,X,O
OSJTZIL,X,X,O
OSJTZLI,X,X,O
OSJITLZ,O,X,X
OSJITZL,O,X,X
OSJILTZ,O,X,X
OSJILZT,O,X,O
OSJIZTL,O,X,O
OSJIZLT,O,X,O
OSJLTIZ,O,X,O
OSJLTZI,X,X,O
OSJLITZ,O,X,X
OSJLIZT,O,X,O
OSJLZTI,X,X,O
OSJLZIT,O,X,O
OSJZTIL,X,X,O
OSJZTLI,X,X,O
OSJZITL,O,X,O
OSJZILT,O,X,O
OSJZLTI,X,X,O
OSJZLIT,O,X,O
OSZTILJ,X,X,O
OSZTIJL,X,X,O
OSZTLIJ,X,X,O
OSZTLJI,X,X,O
OSZTJIL,X,X,O
OSZTJLI,X,X,O
OSZITLJ,X,X,O
OSZITJL,X,X,O
OSZILTJ,X,X,O
OSZILJT,X,X,O
OSZIJTL,X,X,O
OSZIJLT,X,X,O
OSZLTIJ,X,X,O
OSZLTJI,X,X,O
OSZLITJ,X,X,O
OSZLIJT,X,X,O
OSZLJTI,X,X,O
OSZLJIT,X,X,O
OSZJTIL,X,X,O
OSZJTLI,X,X,O
OSZJITL,X,X,O
OSZJILT,X,X,O
OSZJLTI,X,X,O
OSZJLIT,X,X,O
OZTILJS,X,X,O
OZTILSJ,X,X,O
OZTIJLS,X,X,O
OZTIJSL,X,X,O
OZTISLJ,X,X,O
OZTISJL,X,X,O
OZTLIJS,X,X,O
OZTLISJ,X,X,O
OZTLJIS,X,X,O
OZTLJSI,X,X,O
OZTLSIJ,X,X,O
OZTLSJI,X,X,O
OZTJILS,X,X,O
OZTJISL,X,X,O
OZTJLIS,X,X,O
OZTJLSI,X,X,O
OZTJSIL,X,X,O
OZTJSLI,X,X,O
OZTSILJ,X,X,O
OZTSIJL,X,X,O
OZTSLIJ,X,X,O
OZTSLJI,X,X,O
OZTSJIL,X,X,O
OZTSJLI,X,X,O
OZITLJS,X,X,O
OZITLSJ,X,X,O
OZITJLS,X,X,O
OZITJSL,X,X,O
OZITSLJ,X,X,O
OZITSJL,X,X,O
OZILTJS,X,X,O
OZILTSJ,X,X,O
OZILJTS,X,X,O
OZILJST,X,X,O
OZILSTJ,X,X,O
OZILSJT,X,X,O
OZIJTLS,X,X,O
OZIJTSL,X,X,O
OZIJLTS,X,X,O
OZIJLST,X,X,O
OZIJSTL,X,X,O
OZIJSLT,X,X,O
OZISTLJ,X,X,O
OZISTJL,X,X,O
OZISLTJ,X,X,O
OZISLJT,X,X,O
OZISJTL,X,X,O
OZISJLT,X,X,O
OZLTIJS,X,X,O
OZLTISJ,X,X,O
OZLTJIS,X,X,O
OZLTJSI,X,X,O
OZLTSIJ,X,X,O
OZLTSJI,X,X,O
OZLITJS,X,X,O
OZLITSJ,X,X,O
OZLIJTS,X,X,O
OZLIJST,X,X,O
OZLISTJ,X,X,O
OZLISJT,X,X,O
OZLJTIS,X,X,O
OZLJTSI,X,X,O
OZLJITS,X,X,O
OZLJIST,X,X,O
OZLJSTI,X,X,O
OZLJSIT,X,X,O
OZLSTIJ,X,X,O
OZLSTJI,X,X,O
OZLSITJ,X,X,O
OZLSIJT,X,X,O
OZLSJTI,X,X,O
OZLSJIT,X,X,O
OZJTILS,X,X,O
OZJTISL,X,X,O
OZJTLIS,X,X,O
OZJTLSI,X,X,O
OZJTSIL,X,X,O
OZJTSLI,X,X,O
OZJITLS,X,X,O
OZJITSL,X,X,O
OZJILTS,X,X,O
OZJILST,X,X,O
OZJISTL,X,X,O
OZJISLT,X,X,O
OZJLTIS,X,X,O
OZJLTSI,X,X,O
OZJLITS,X,X,O
OZJLIST,X,X,O
OZJLSTI,X,X,O
OZJLSIT,X,X,O
OZJSTIL,X,X,O
OZJSTLI,X,X,O
OZJSITL,X,X,O
OZJSILT,X,X,O
OZJSLTI,X,X,O
OZJSLIT,X,X,O
OZSTILJ,X,X,O
OZSTIJL,X,X,O
OZSTLIJ,X,X,O
OZSTLJI,X,X,O
OZSTJIL,X,X,O
OZSTJLI,X,X,O
OZSITLJ,X,X,O
OZSITJL,X,X,O
OZSILTJ,X,X,O
OZSILJT,X,X,O
OZSIJTL,X,X,O
OZSIJLT,X,X,O
OZSLTIJ,X,X,O
OZSLTJI,X,X,O
OZSLITJ,X,X,O
OZSLIJT,X,X,O
OZSLJTI,X,X,O
OZSLJIT,X,X,O
OZSJTIL,X,X,O
OZSJTLI,X,X,O
OZSJITL,X,X,O
OZSJILT,X,X,O
OZSJLTI,X,X,O
OZSJLIT,X,X,O
