sequence,v115@NhB8GeC8BeA8BeF8KeT/IvhFlgB3hBaoB5oB2qB0pB,v115@NhB8GeC8BeA8BeF8KeXAJvhFlhBaoB5oB2pBzlB0pB,v115@NhB8GeC8BeA8BeF8Kei/IvhFRhBFlBXmBToB0pBGtB
OSZTLIJ,O,O,O
OSZTLJI,O,O,O
OSZTJIL,O,O,O
OSZTJLI,O,O,O
OSZITLJ,O,O,O
OSZITJL,O,O,O
OSZILTJ,O,O,O
OSZILJT,O,O,X
OSZIJTL,O,O,O
OSZIJLT,O,O,X
OSZLTIJ,O,O,O
OSZLTJI,O,O,O
OSZLITJ,O,O,O
OSZLIJT,O,O,X
OSZLJTI,O,O,X
OSZLJIT,O,O,X
OSZJTIL,O,O,O
OSZJTLI,O,O,O
OSZJITL,O,O,O
OSZJILT,O,O,X
OSZJLTI,O,O,X
OSZJLIT,O,O,X
OZTILJS,O,O,X
OZTILSJ,O,O,O
OZTIJLS,O,O,X
OZTIJSL,O,O,X
OZTISLJ,O,O,O
OZTISJL,O,O,O
OZTLIJS,O,O,X
OZTLISJ,O,O,O
OZTLJIS,O,O,X
OZTLJSI,O,O,O
OZTLSIJ,O,O,O
OZTLSJI,O,O,O
OZTJILS,O,O,X
OZTJISL,O,O,X
OZTJLIS,O,O,X
OZTJLSI,O,O,O
OZTJSIL,O,O,O
OZTJSLI,O,O,O
OZTSILJ,O,O,O
OZTSIJL,O,O,O
OZTSLIJ,O,O,O
OZTSLJI,O,O,O
OZTSJIL,O,O,O
OZTSJLI,O,O,O
OZITLJS,O,O,X
OZITLSJ,O,O,O
OZITJLS,O,O,X
OZITJSL,O,O,X
OZITSLJ,O,O,O
OZITSJL,O,O,O
OZILTJS,O,O,X
OZILTSJ,O,O,O
OZILJTS,O,O,X
OZILJST,O,O,X
OZILSTJ,O,O,O
OZILSJT,O,O,X
OZIJTLS,O,O,X
OZIJTSL,O,O,X
OZIJLTS,O,O,X
OZIJLST,O,O,X
OZIJSTL,O,O,O
OZIJSLT,O,O,X
OZISTLJ,O,O,O
OZISTJL,O,O,O
OZISLTJ,O,O,O
OZISLJT,O,O,X
OZISJTL,O,O,O
OZISJLT,O,O,X
OZLTIJS,O,O,X
OZLTISJ,O,O,O
OZLTJIS,O,O,X
OZLTJSI,O,O,O
OZLTSIJ,O,O,O
OZLTSJI,O,O,O
OZLITJS,O,O,X
OZLITSJ,O,O,O
OZLIJTS,O,O,X
OZLIJST,O,O,X
OZLISTJ,O,O,O
OZLISJT,O,O,X
OZLJTIS,O,O,X
OZLJTSI,O,O,O
OZLJITS,O,O,X
OZLJIST,O,O,X
OZLJSTI,O,O,X
OZLJSIT,O,O,X
OZLSTIJ,O,O,O
OZLSTJI,O,O,O
OZLSITJ,O,O,O
OZLSIJT,O,O,X
OZLSJTI,O,O,X
OZLSJIT,O,O,X
OZJTILS,O,O,X
OZJTISL,O,O,X
OZJTLIS,O,O,X
OZJTLSI,O,O,O
OZJTSIL,O,O,O
OZJTSLI,O,O,O
OZJITLS,O,O,X
OZJITSL,O,O,X
OZJILTS,O,O,X
OZJILST,O,O,X
OZJISTL,O,O,O
OZJISLT,O,O,X
OZJLTIS,O,O,X
OZJLTSI,O,O,O
OZJLITS,O,O,X
OZJLIST,O,O,X
OZJLSTI,O,O,X
OZJLSIT,O,O,X
OZJSTIL,O,O,O
OZJSTLI,O,O,O
OZJSITL,O,O,O
OZJSILT,O,O,X
OZJSLTI,O,O,X
OZJSLIT,O,O,X
OZSTILJ,O,O,O
OZSTIJL,O,O,O
OZSTLIJ,O,O,O
OZSTLJI,O,O,O
OZSTJIL,O,O,O
OZSTJLI,O,O,O
OZSITLJ,O,O,O
OZSITJL,O,O,O
OZSILTJ,O,O,O
OZSILJT,O,O,X
OZSIJTL,O,O,O
OZSIJLT,O,O,X
OZSLTIJ,O,O,O
OZSLTJI,O,O,O
OZSLITJ,O,O,O
OZSLIJT,O,O,X
OZSLJTI,O,O,X
OZSLJIT,O,O,X
OZSJTIL,O,O,O
OZSJTLI,O,O,O
OZSJITL,O,O,O
OZSJILT,O,O,X
OZSJLTI,O,O,X
OZSJLIT,O,O,X
